features,emotion
"[9.30995116844338, 9.62159729118342, 6.012274650330293, 8.840383085789984, 6.287003525181602, 8.195340753496671, 5.471003186090069, 4.413787094930846, 7.234365620774063, 7.752542107450328, 7.204640612770792, 5.631938883554881, 7.200201875737726, 0.8269294752580735, 0.7955106969877463, 0.8182501030599214, 0.7329884799545767, 0.917171791471616, 0.6823826663445219, 0.8487560297086719, 0.9181891092959962, 0.8480908092748896, 0.7797475772935171, 0.7471702953337022, 0.9036087651046256, 2715.405014947665, 51.49378698101782, 3480.7326703524836, 242.82403181339987, 2475.9535272081794, 41.27816965959019, 0.08448461473075482]",angry
"[6.771353711807411, 6.58042201553293, 9.957779117113558, 5.256513741472989, 11.217561711468747, 9.656459380369245, 10.181723341207396, 7.074120975949484, 7.700118561841781, 5.133696370950576, 6.950675185866394, 8.987309695286301, 10.592126123562792, 0.6892843183197549, 0.7634494063014735, 0.7848700779767478, 0.6604210797807515, 0.85913492417584, 0.7276009668257392, 0.7804609648822977, 0.7548050628088123, 0.7210661494280326, 0.7992955014519446, 0.7784390421431978, 0.7628142117721335, 2854.3076756639316, 115.97623353914777, 4096.085180547685, 160.49154246293455, 2599.223642982226, 24.391122993861494, 0.10788807196468848]",angry
"[5.805263362057866, 5.046150144936197, 6.521257185081927, 10.383798668827145, 9.90003165733929, 8.486009444108799, 4.934598880220138, 7.607438697224127, 8.603400017803471, 8.351072459157196, 4.3124128330385085, 6.219364303960257, 7.871844471702567, 0.853629090951719, 0.5803872178900054, 0.7837876024520142, 0.8143048769878953, 0.8849611988516214, 0.8692857584237437, 0.8582571318808806, 0.7200059493298067, 0.6091997862876692, 0.76069472429386, 0.900163182520856, 0.9393454527524432, 3142.109820459557, 121.46704114008672, 3713.8918945157898, 108.29109399294146, 2373.987941289276, 146.76278103305324, 0.052872099710406184]",angry
"[11.229557581419703, 7.3559436910158835, 10.650864218190158, 5.1863699810049235, 9.171808402329297, 6.526459728104756, 5.169465616151625, 8.437068084821892, 10.018943577191937, 6.310117122813008, 5.0019680790831975, 7.81631047133009, 7.825129342445638, 0.8548319627554499, 0.8949594571364489, 0.7940584818727506, 0.9855503314794264, 0.8224234744535293, 0.7653573493993101, 0.6388432640897173, 0.7737340479683833, 0.7663613054588865, 0.8960304796281471, 0.8462483624066854, 0.6820630878367383, 3034.4508772822073, 133.57655858645268, 4058.40940781635, 216.56279755605445, 2552.1693308622957, 82.40343978460655, 0.11941560027117248]",angry
"[10.499009801412317, 5.3344452050407005, 7.301121345566088, 6.454862502487519, 8.75830623745225, 10.460444351301575, 6.806051426557852, 3.219391265061124, 7.17555850995106, 9.826947464034813, 9.075259805899758, 8.856372495621152, 7.44001339625104, 0.6720969263780214, 0.8515294321624468, 0.7165718189965375, 1.0184096733380457, 0.8570507208354516, 0.7419351697446049, 0.7388614752611372, 0.7907055793386412, 0.7760498077978251, 0.9116833775529954, 0.8186416169744046, 0.7268368261091472, 3378.0881370311563, 102.46541657601114, 3830.651902790669, 104.38301194164305, 2472.6231255489047, 92.44439964572781, 0.005517535395192355]",angry
"[12.030550220921281, 10.581288921845093, 7.205609367708025, 5.795460519088289, 8.695123227607104, 8.173395398828793, 8.711337897126459, 8.38315479238818, 9.012481978611852, 10.894611398783614, 9.136206410257293, 5.900689002180117, 10.725125705424905, 0.9640614563488288, 1.1152056734512086, 0.6876505966760402, 0.8242882013150276, 0.5917901296811013, 0.855314915637921, 0.7451799701833228, 0.9923445794824954, 0.7225385029981418, 0.6310816962032739, 0.752873625929748, 0.6024512228782863, 3150.219890901462, -3.254152312816032, 3608.537274354948, -5.835886489214772, 2335.9404390926716, 145.73512623218136, 0.11803239457178975]",angry
"[6.273012790070132, 7.937593022121832, 8.036033744088893, 8.945260691686812, 5.266283273438347, 9.18513454769466, 2.5912167367944496, 6.740230895272379, 7.023452315096911, 9.266653652142477, 8.045261705353738, 5.188873892287427, 6.0300137483659695, 0.8198680009547408, 0.7920932658135444, 0.7420875890364254, 0.7519166210488021, 0.869616799715929, 0.7482307427130785, 0.7911908755970927, 1.0169936588080544, 0.6576317363116078, 0.6148157268425342, 0.8783589664798608, 0.7321356938705897, 2936.352494451476, 60.94218109344429, 3522.0599577697462, 269.8903584072256, 2560.425691723624, 114.48894047547908, 0.02918864721036772]",angry
"[5.6976925268942615, 2.321842681029146, 6.3812383578344924, 9.913406372771316, 9.033893031496742, 7.556973474095752, 7.955399432563894, 6.622228914849189, 8.409517764803569, 9.531756558961229, 4.768226425179055, 8.599295375674696, 9.864869741909335, 0.7584899711036631, 0.8700700612120584, 1.0814654444472553, 0.7895657207013108, 0.8393307050005324, 0.7261942916338608, 0.8181251162602051, 0.8460271624982304, 0.8194842340270139, 0.6980304680291144, 0.8206361771325451, 0.9462195938717637, 3089.7271529029053, 148.09935945359206, 3528.896408996212, 206.2425179567783, 2455.8535676433053, 41.96357081251072, 0.11592605023994373]",angry
"[6.016606673119379, 6.734239450230416, 8.378656614584749, 8.594488546760248, 5.621535069845741, 10.107971542365753, 9.144012556600945, 6.590543128778233, 4.924830407101649, 7.710190841837138, 7.10811257227768, 8.226280914106045, 7.273766677688867, 0.5992543139254991, 0.7611653061698842, 0.7694380888931688, 0.863366102477406, 0.7301800325388951, 0.9678674673372567, 0.6088359449348243, 0.9311167497802625, 0.7775681029121896, 0.8859584872343557, 0.8079801484058734, 0.913955553602547, 2922.527607089438, 45.06897874110939, 4026.151286181319, 141.4889515588394, 2444.3116947248423, 129.3900765617918, 0.048402237895278255]",angry
"[9.190981795278514, 6.820210487074219, 7.735661288711256, 8.144557930768578, 4.999556277106128, 6.442325914359131, 10.702145784826278, 9.772382377169592, 7.87472084534553, 8.486246917025786, 7.411514988727085, 10.713166771655963, 7.599294844411673, 0.8231842092134849, 0.9146030144142065, 0.7222628515154094, 0.9558789184496894, 0.6469538590256624, 0.9629642131112799, 0.7627324416048026, 0.7757301252174719, 0.6109989828817057, 0.7545205282622307, 0.6960193468973116, 0.7392353654626528, 2972.537806842224, 147.88958072364528, 3662.2810054201877, 173.07574900508354, 2180.8961222308876, 44.76983641589079, 0.1899362509175656]",angry
"[6.529597930473507, 11.31241650411459, 7.513877602238267, 8.004575872287008, 10.14073032045986, 10.543784843877313, 7.778374879441825, 7.223513892956922, 7.888159102955574, 8.675915056464236, 9.782607373739511, 8.008459717988304, 9.237772596046307, 0.9638359732270941, 0.8381309612264785, 0.8311652856004779, 0.6481089174909933, 0.5369269863170937, 0.8388375729230169, 0.7905175768719128, 0.7485217325085258, 0.8243530204186345, 0.7939596270803092, 0.9127780250633899, 0.8086110868258979, 2850.6153429859664, 149.50831194796444, 3534.8606775161393, 189.49025127542302, 2304.51785876144, 54.00692458010255, 0.10420841150928481]",angry
"[8.02565728708737, 8.959654070733666, 7.462708493380515, 4.327280432459205, 7.1344522328232225, 9.587636934287632, 7.405247841513787, 7.507233194970904, 9.972753011811875, 6.5760535454821545, 4.914393563514201, 7.678737760949011, 7.031652097502526, 0.7033753680246746, 0.782462154410131, 0.8491505647246784, 0.7990711438432184, 0.8306981072686238, 0.9813407698515424, 0.7657121138442436, 0.827834863464467, 0.7490786637400866, 0.7153640280113027, 0.741509234658223, 0.7521241428478311, 3071.895159509425, 217.45378933503787, 3385.186969117248, 118.75310207884031, 2387.3753973777502, 95.83195394838988, 0.11317754059773925]",angry
"[10.568191587896234, 3.1472158589295836, 3.2261402596086546, 7.008243655979701, 10.194600375087418, 4.868703936788807, 1.9847353206124856, 9.142358812438417, 8.48731444740543, 5.8195831864011405, 6.02892079855814, 6.060512560730651, 8.22107063494788, 0.7373684723816993, 0.8494063918975521, 0.5145373337095609, 0.7143148134872201, 0.687394603908895, 0.7743659321627508, 0.7461952241509862, 0.8797843779895766, 0.6140663228339943, 0.8045491476330753, 0.8558336423211705, 0.9856647436561955, 2903.646805781305, 116.22293021762584, 3058.8411622312906, -29.396715323476798, 2568.9548751563398, 79.77758825407717, 0.15892563448992114]",angry
"[5.253194222060502, 9.039804279057504, 11.737635681087706, 8.839411216714531, 8.553163011182097, 8.017112161648699, 4.858237085748176, 10.711145871420696, 6.778284720389868, 9.008966512766033, 4.8739313868574925, 5.641080670984439, 10.87017479844447, 0.7652697711042158, 0.9453275476042545, 0.7921769340941482, 0.6158102227042143, 0.8892067599731721, 0.7410107682244392, 0.8698688813517044, 0.8025210867540082, 0.645688177205713, 0.816429476537057, 1.01962231421528, 0.849298645851446, 2988.4964493989073, 153.76717009784488, 3663.200539560933, 165.71506726970958, 2181.6749655681797, 89.35392103158394, 0.15177217082084726]",angry
"[6.327875695799951, 10.848991642493896, 7.816587951709748, 6.224460976922918, 9.99526415384049, 7.426411528523461, 9.519029774972216, 7.4164827354829255, 7.880347712940193, 8.987120408668583, 8.581794115180012, 4.008936439096523, 5.7575125198112165, 0.8929409984790816, 0.7867863411098454, 0.7476268697228579, 0.6641425984742526, 0.6920263678724152, 0.5978201360038053, 0.7898719281298467, 0.7401562419418953, 0.7033412109014685, 0.7931876574832047, 0.8363970630852738, 1.0093197932209945, 2697.623316087357, 157.96905216502608, 3891.9304683045216, 91.56804454674746, 2440.647190917206, 61.69467002649539, 0.10928442902093695]",angry
"[11.0182620268091, 9.211212465262626, 9.017216746466884, 7.139381360090715, 5.03188667015133, 7.583063578919184, 10.41321630972783, 4.945664286820705, 5.88982126364661, 8.252535472468136, 6.030690430305475, 6.414953105769575, 7.152802836543646, 0.6634382595809851, 0.7025878153783632, 0.870342791678731, 0.6692630217769037, 0.6402127865505163, 0.7369975020466106, 0.8731955502509846, 0.7803078192003111, 0.7535418921884383, 0.8044358797515607, 0.6254292567140348, 0.8494705653775033, 3076.687006280729, 79.53457629521394, 3901.777353538925, 65.43779257852209, 2625.5817986507136, 86.17974662381005, 0.08317237050609133]",angry
"[7.9602527292633765, 7.785470468378117, 10.440565792835434, 5.846641745057973, 6.4749615217068035, 10.07260578414496, 6.808930129632282, 9.801066154663182, 11.398871966017419, 7.196409946116733, 9.362724653150611, 5.692615437320283, 9.509466596135619, 0.8199423985986768, 0.8473038282160216, 0.7354427927964605, 0.6338916584432828, 0.8503252064749505, 0.5936596847520546, 0.7682649507757465, 0.894118186641997, 0.8191897735873036, 0.9948342644789814, 0.9025109152581774, 0.7346101611674424, 3005.462675970288, 97.6314648727782, 3125.346970996162, 79.4700812636735, 2287.847818604028, -1.4488201142374635, 0.10237467341258215]",angry
"[7.501856310693919, 4.654212197376852, 8.808425730554664, 9.43174548938192, 8.454068957729778, 7.35186364958206, 9.182884303503709, 9.360440720953383, 8.614807139439376, 6.350775499130478, 8.553201531022362, 10.390961301650957, 6.80674188277654, 1.0097939339132431, 0.7474369066014616, 0.8032407013340137, 0.7327514403993665, 0.8223270835920261, 0.6257778307364725, 0.745395820118328, 0.6907878799651433, 0.8135338347892291, 0.8994447375508908, 0.8646006187114552, 0.5628340639141108, 3408.413930585576, 114.76399703104342, 3367.0502578521, 161.78459392432057, 2435.2379645005385, 53.326051321937456, 0.10989583336710378]",angry
"[6.785055424759386, 7.191276014619954, 6.627441728489831, 5.1346574205206945, 8.291672940430768, 9.170598873032676, 9.029767192152745, 9.639850505270468, 8.648680420029736, 6.934549003566193, 9.679327728862377, 5.2849649203161295, 6.198657234975039, 0.7035799928576756, 0.9080056059139311, 0.8942788514140076, 0.8487305237044995, 0.9071929865211797, 0.7120717217588013, 0.8348595119860981, 0.7874825571616836, 0.8846882103884914, 0.7884775767447803, 0.7615057111589919, 0.854090851856099, 3175.2338334382466, 66.5827402576599, 3581.677298594287, 70.61695247687604, 1900.3877965014121, 88.01838525654915, 0.1304452678127316]",angry
"[8.524133618173451, 4.100876564491266, 7.298301139847051, 3.5633044798978375, 10.73940221530837, 5.827890835763828, 10.510807218919792, 9.891739287368292, 6.198819294927876, 5.73443009746451, 8.700740432772676, 6.311351925633858, 8.204969284316416, 0.7517172409193082, 0.6218841585534367, 0.5769531980875542, 0.8226684248494598, 0.7438442253669375, 0.7446910183085869, 0.8695863839093786, 0.9173442276632445, 0.7727455278638191, 0.7659401293090139, 0.8500143033113884, 0.6643064430300425, 3044.6306109495395, 127.5942985911077, 3804.0690625252887, 4.743547312315144, 2247.7289460382117, 44.869469887061335, 0.10499434772046065]",angry
"[8.961489159535969, 10.993420814891962, 7.010069039263854, 7.004855003381572, 10.299344037757495, 8.59315387706061, 10.535303022375947, 8.577456006019673, 5.685766762573458, 5.333743290444387, 4.896975501882142, 9.324103669516946, 10.377193646174016, 0.9849362141386382, 0.884310533232324, 0.9162838577534986, 0.7419983667346316, 0.6843584183256144, 0.8850079332417554, 0.8417680752239401, 0.8107444374340893, 0.838737148063299, 0.8323185482458206, 0.9283816859853562, 0.9294985584816956, 3108.8440704680693, 142.2901436281464, 3754.2187657274326, 115.41227009740358, 2551.312934982628, 24.220197245629535, 0.15269457761479416]",angry
"[5.61095412046793, 8.571606573589467, 6.309692083147683, 9.106777966148854, 7.932149548144182, 4.810488083673335, 8.841399262036958, 6.844158446334578, 9.762293441626738, 8.002651377468814, 8.790841970776077, 6.084862089969576, 6.821335537145276, 0.7541361363898916, 0.8856702480242556, 0.967737708780549, 0.7194828248257124, 0.9076848144657681, 0.5830322582274299, 0.6805810598907711, 0.7041221543813225, 0.6647491310559278, 0.641641161021242, 0.8412998912137798, 0.7785932302272139, 3075.881079521022, 134.52363430607565, 3679.68509795176, 199.33223821127802, 2386.093542751546, 32.52026446777022, 0.15289070904103982]",angry
"[6.821775734437746, 6.128807402475148, 7.644164248391204, 6.174378161406974, 7.165139236021136, 8.688107843126932, 8.696683478492254, 6.204339867148741, 7.02458925410251, 10.148666009540488, 8.992800235467882, 12.150130078697083, 10.360256347483055, 0.914429306855994, 0.6612131449544199, 0.8763860351633423, 0.794689319830309, 0.7449018196461751, 0.8168015340532528, 0.8945211534611484, 0.8500831591004212, 0.712152619865794, 0.8742458913592621, 0.7362412457924037, 0.8216683118964286, 2939.3299865045733, 89.05668741321871, 3829.8728925121527, 71.98547101380765, 2789.0390148553865, 7.1565572282201515, 0.07011661583725715]",angry
"[8.740423779883482, 9.16862833287062, 7.799048558856589, 7.885218593996915, 8.821100170655233, 7.5378610450846395, 10.786362515869811, 9.678698228463205, 9.74564870201127, 6.067686553259166, 7.841223151188594, 7.3990681025585925, 5.9887972486210685, 0.8360164183945767, 0.7462354242220184, 0.8655403829850238, 0.6929808437105669, 0.9719040612841822, 0.7103667341407939, 0.8219302337200437, 0.8791859310388068, 0.7429359569799887, 0.8852468643432951, 0.6770816402199584, 0.9452117699182561, 3002.8298529931517, 70.17942960155602, 3510.24546827177, 210.66894520445396, 2283.1089416299124, 50.0256924230889, 0.08892317012081309]",angry
"[5.646075774460064, 11.641087815883632, 6.8672108175705535, 9.663233572360808, 8.418940167295546, 6.030931899036064, 7.988090581574541, 9.568005558621497, 7.623477329827387, 10.386225891702056, 10.043030785563728, 9.837829709316658, 7.080686455454006, 0.6920157552218513, 0.7386412394637206, 0.8196240940666721, 0.8545786713532356, 0.5828428595239553, 0.799188679838825, 0.8158089225323185, 0.7722455743684449, 0.9291273839015879, 0.8421780074250871, 0.9310191908080898, 0.7784039479649768, 3187.495498501385, 181.753319726376, 3993.5080347817984, 68.08938049284502, 2349.2647844915236, 66.19341178200814, 0.1244627267538164]",angry
"[9.372707110029067, 6.322214651948528, 8.135677027833875, 3.960145335687727, 10.88389001160378, 6.975251518646613, 8.111727879688994, 7.380700572023877, 10.29205515002683, 2.324987117205242, 7.966779315348182, 7.788362485004604, 7.092727224816635, 0.9726226545635633, 0.7112670541144229, 0.8771796177235662, 0.8356252788706084, 0.9261519252535516, 0.7332810915222495, 0.7267031100876241, 0.9096069907477399, 0.842532130833011, 0.6455062653323241, 0.746069498553673, 0.8386382653848061, 3167.552844309318, 66.03846734035224, 2725.7232030549176, 189.2417389302775, 2155.935862011205, -0.6935519248964539, -0.04161629624920704]",angry
"[9.627961720395483, 8.257234900809934, 7.548687238575496, 10.778048725925522, 9.274649366046145, 11.232600085443833, 5.2145290556660076, 7.930898752092073, 4.7665732501039715, 7.541235336289065, 7.502768292466645, 9.253227274526141, 8.091127762283797, 0.8623407138279916, 0.8703440133138894, 1.0154928677383142, 0.7684703344713876, 0.7058977299333622, 0.824608361531641, 0.7197719972860457, 0.9481960768436537, 0.7716781961054768, 0.743442363212601, 0.7528684278848883, 0.8718417423471642, 2968.450603353703, 67.91665899348088, 4099.60557528706, 85.78726195036874, 2407.1132148065985, 106.09224606440921, 0.018433244479146335]",angry
